29.0,First,Female,0,0,211.3375,Yes
2.0,First,Female,1,2,151.55,No
30.0,First,Male,1,2,151.55,No
25.0,First,Female,1,2,151.55,No
48.0,First,Male,0,0,26.55,Yes
63.0,First,Female,1,0,77.9583,Yes
39.0,First,Male,0,0,0.0,No
18.0,First,Female,1,0,227.525,Yes
26.0,First,Female,0,0,78.85,Yes
80.0,First,Male,0,0,30.0,Yes
29.8811345124283,First,Male,0,0,25.925,No
24.0,First,Male,0,1,247.5208,No
50.0,First,Female,0,1,247.5208,Yes
32.0,First,Female,0,0,76.2917,Yes
36.0,First,Male,0,0,75.2417,No
37.0,First,Male,1,1,52.5542,Yes
26.0,First,Male,0,0,30.0,Yes
42.0,First,Female,0,0,227.525,Yes
29.0,First,Female,0,0,221.7792,Yes
25.0,First,Male,1,0,91.0792,Yes
19.0,First,Female,1,0,91.0792,Yes
35.0,First,Female,0,0,135.6333,Yes
28.0,First,Male,0,0,26.55,Yes
45.0,First,Male,0,0,35.5,No
40.0,First,Male,0,0,31.0,Yes
30.0,First,Female,0,0,164.8667,Yes
58.0,First,Female,0,0,26.55,Yes
42.0,First,Male,0,0,26.55,No
22.0,First,Female,0,1,55.0,Yes
29.8811345124283,First,Male,0,0,26.55,Yes
41.0,First,Male,0,0,30.5,No
48.0,First,Male,0,0,50.4958,No
29.8811345124283,First,Male,0,0,39.6,No
59.0,First,Female,2,0,51.4792,Yes
60.0,First,Female,0,0,76.2917,Yes
29.8811345124283,First,Male,0,0,31.0,No
42.0,First,Male,0,0,26.2875,Yes
53.0,First,Female,0,0,27.4458,Yes
36.0,First,Male,0,1,512.3292,Yes
28.0,First,Male,0,0,47.1,No
17.0,First,Male,0,0,47.1,No
11.0,First,Male,1,2,120.0,Yes
36.0,First,Male,1,2,120.0,Yes
36.0,First,Female,1,2,120.0,Yes
49.0,First,Male,0,0,26.0,No
36.0,First,Male,1,0,78.85,No
76.0,First,Female,1,0,78.85,Yes
46.0,First,Male,1,0,61.175,No
47.0,First,Female,1,0,61.175,Yes
27.0,First,Male,1,0,53.1,Yes
36.0,First,Female,0,0,262.375,Yes
30.0,First,Female,0,0,86.5,Yes
29.8811345124283,First,Female,0,1,55.0,Yes
29.8811345124283,First,Male,0,0,0.0,No
27.0,First,Male,1,0,136.7792,No
26.0,First,Female,1,0,136.7792,Yes
22.0,First,Female,0,0,151.55,Yes
29.8811345124283,First,Male,0,0,52.0,No
39.0,First,Female,1,1,83.1583,Yes
37.0,First,Male,1,1,83.1583,No
64.0,First,Female,0,2,83.1583,Yes
